dataset,method,run_id,input_length,generated_tokens,ppl,ttft_sec,tpot_ms,throughput_tok_s,peak_memory_mb,kv_cache_memory_mb
wikitext,baseline,0,512,4,8.835019697605455,0.014116300037130713,4.179066667954127,150.0740988556099,399.416015625,12.0
wikitext,mix_a,0,512,4,9.457197614969376,0.01577630010433495,4.434699968745311,137.5496897754494,462.708984375,7.1953125
