dataset,method,run_id,input_length,generated_tokens,ppl,ttft_sec,tpot_ms,throughput_tok_s,peak_memory_mb,kv_cache_memory_mb
wikitext,baseline,0,2048,256,41.54844294646802,0.0668669000006048,4.770218431390366,199.4899602773199,730.619140625,48.0
wikitext,baseline,1,2048,256,41.54844294646802,0.06608419999975013,4.623053725477874,205.62861752803838,730.62109375,48.0
wikitext,baseline,2,2048,256,41.54844294646802,0.06935669999802485,4.492819607834213,210.69513179918386,730.62109375,48.0
wikitext,streaming,0,2048,256,46.26431138833947,0.07029310000507394,4.669524705883198,203.0099556549543,1517.2470703125,12.09375
wikitext,streaming,1,2048,256,46.26431138833947,0.07608410000102594,4.724042352937236,199.88835922811222,1517.2470703125,12.09375
wikitext,streaming,2,2048,256,46.26431138833947,0.07395520000136457,4.969136470582966,190.8902120298087,1517.2470703125,12.09375
wikitext,streaming_snapkv,0,2048,256,54.76207406296231,0.07270879999850877,4.834192941181006,196.10426618707862,1493.9892578125,3.09375
wikitext,streaming_snapkv,1,2048,256,54.76207406296231,0.07905030000256374,4.779495294097418,197.25361328591833,1493.9892578125,3.09375
wikitext,streaming_snapkv,2,2048,256,54.76207406296231,0.0762551000007079,4.595503921582884,205.11035658203872,1493.9892578125,3.09375
wikitext,pyramid_0.3,0,2048,256,45.09019417164648,0.07443110000167508,4.739336862757245,199.53825600372238,1518.0908203125,14.390625
wikitext,pyramid_0.3,1,2048,256,45.09019417164648,0.08101280000119004,4.688474901965545,200.53676485123023,1518.0908203125,14.390625
wikitext,pyramid_0.3,2,2048,256,45.09019417164648,0.07634939999843482,4.865141960794526,194.38698469779433,1518.0908203125,14.390625
wikitext,pyramid_0.5,0,2048,256,44.31087807824913,0.0773985999985598,4.807025882359548,196.4410106828243,1536.9267578125,24.0
wikitext,pyramid_0.5,1,2048,256,44.31087807824913,0.08073710000462597,4.93577490195486,191.13610779793106,1536.9267578125,24.0
wikitext,pyramid_0.5,2,2048,256,44.31087807824913,0.07819790000212379,4.692003921566841,200.8380438089476,1536.9267578125,24.0
wikitext,mix_a,0,2048,256,45.47753838051424,0.10616170000139391,4.553219607852025,202.01498903813055,1884.5205078125,10.8515625
wikitext,mix_a,1,2048,256,45.47753838051424,0.09251829999993788,4.673467450957818,199.3377470560967,1884.5205078125,10.8515625
wikitext,mix_a,2,2048,256,45.47753838051424,0.09622439999657217,4.581216470579224,202.46203322904896,1884.5205078125,10.8515625
wikitext,mix_b,0,2048,256,46.05717573561221,0.09254529999452643,4.841044705900976,192.91465176994282,1876.5517578125,6.3515625
wikitext,mix_b,1,2048,256,46.05717573561221,0.12922729999991134,4.676112941182081,193.69930951472952,1876.5517578125,6.3515625
wikitext,mix_b,2,2048,256,46.05717573561221,0.10744900000281632,4.812915294115002,191.7973086039592,1876.5517578125,6.3515625
pg19,baseline,0,2048,256,45.63315809592332,0.06847449999622768,4.451274117666032,212.7041897904426,730.62109375,48.0
pg19,baseline,1,2048,256,45.63315809592332,0.067956700004288,4.550804705878345,208.39915341044755,730.62109375,48.0
pg19,baseline,2,2048,256,45.63315809592332,0.06879180000396445,4.497928235294097,210.56726904465083,730.62109375,48.0
pg19,streaming,0,2048,256,45.32606942338955,0.07256739999866113,4.343947450979613,216.89878790885294,1517.2470703125,12.09375
pg19,streaming,1,2048,256,45.32606942338955,0.07461640000110492,4.588805098034094,205.66185479521207,1517.2470703125,12.09375
pg19,streaming,2,2048,256,45.32606942338955,0.07287999999971362,4.4968007843172195,209.91104855314143,1517.2470703125,12.09375
pg19,streaming_snapkv,0,2048,256,46.05093901444249,0.07396290000178851,4.599496470587374,205.31995224681214,1493.9892578125,3.09375
pg19,streaming_snapkv,1,2048,256,46.05093901444249,0.0744496999977855,4.487606666682004,210.04449168957623,1493.9892578125,3.09375
pg19,streaming_snapkv,2,2048,256,46.05093901444249,0.07329459999891696,4.53673529412424,208.1026557393335,1493.9892578125,3.09375
pg19,pyramid_0.3,0,2048,256,45.271205243415146,0.07810759999847505,4.685596078428824,201.11009630851217,1518.0908203125,14.390625
pg19,pyramid_0.3,1,2048,256,45.271205243415146,0.07306830000015907,4.628899999992356,204.23829567000902,1518.0908203125,14.390625
pg19,pyramid_0.3,2,2048,256,45.271205243415146,0.07718500000191852,4.868299607843772,194.14509949678202,1518.0908203125,14.390625
pg19,pyramid_0.5,0,2048,256,45.38844463923605,0.07821709999552695,4.551240000000689,206.65438418558603,1536.9267578125,24.0
pg19,pyramid_0.5,1,2048,256,45.38844463923605,0.07761969999410212,4.7014984313921335,200.54809166754117,1536.9267578125,24.0
pg19,pyramid_0.5,2,2048,256,45.38844463923605,0.0755974999992759,4.465900784313871,210.80330717462869,1536.9267578125,24.0
pg19,mix_a,0,2048,256,45.55788855613463,0.09414889999607112,4.562249803925892,203.5748701459325,1884.5205078125,10.8515625
pg19,mix_a,1,2048,256,45.55788855613463,0.09072010000090813,4.470455294130279,208.01403314601322,1884.5205078125,10.8515625
pg19,mix_a,2,2048,256,45.55788855613463,0.1365652999957092,4.653775686279451,193.45895620927027,1884.5205078125,10.8515625
pg19,mix_b,0,2048,256,46.23620376835324,0.09481009999581147,4.711917254904869,197.47768540777264,1876.5517578125,6.3515625
pg19,mix_b,1,2048,256,46.23620376835324,0.0944385999973747,4.708391372553831,197.67143054835634,1876.5517578125,6.3515625
pg19,mix_b,2,2048,256,46.23620376835324,0.0969690999991144,4.743058431360588,195.9510091865593,1876.5517578125,6.3515625
